title,combined
Shinshoku!! Chikyuu Zeniki Zen Ocean,"Idols (Female), Music"
Kuruneko: Nyaalock Holmes no Bouken,"Comedy, Slice of Life Pets DAX Production Kadokawa Pictures Japan, Kansai Telecasting, Tokai Television"
Shin Bikkuriman,"Comedy, Fantasy Toei Animation"
Shuumatsu no Walküre II Mini Anime,Comedy AQUA ARIS
Houkago no Pleiades: Manner Movie,Gainax
Uchuu Senkan Yamato Pilot Film,"Sci-Fi Adult Cast, Military, Space"
20-dai no Heya-hen,Slice of Life
Mikeneko Holmes no Yuurei Joushu,"Comedy, Drama, Mystery Pets AIC"
Forest Fairy Five,"Comedy, Fantasy Music Showgate, Tokyo MX"
Turning Mecard W,"Adventure Mecha, Racing, Strategy Game"
Battle Spirits: Double Drive,Fantasy Strategy Game Bandai Namco Pictures
Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,"Fantasy, Horror, Hentai Mythology Phoenix Entertainment"
Yumemi no E,"Historical, Visual Arts Yamamura Animation, Inc."
Born by Myself,Avant Garde Psychological The Village of Marchen
Hokahoka Oden no Uta,Gourmet Music
Pair,Music Khara
Ribbon no Kishi (1999),Adventure Tezuka Productions
◯,Avant Garde Music
Green Dakara x Mirai no Mirai,Music Studio Chizu
Heavy,"Drama, Sports Combat Sports Artland Creative Bridge"
Chu Feng: Yi Dian Zhi Zi,"Action, Fantasy, Romance, Sci-Fi Mecha Thundray Yaoqi"
Orchid★Emblem,Hentai Triple X Green Bunny Kitty Media
Gloria: Kindan no Ketsuzoku,"Drama, Mystery, Hentai Triple X Pink Pineapple SoftCel Pictures"
Shounen to Mahou no Robot,Sci-Fi Music
Pandemic,Hentai Mousou Jitsugen Media
Ijime: Ikenie no Kyoushitsu,Drama SynergySP Shogakukan-Shueisha Productions
Utakata Lullaby (2023),Music
Baby Maniacs feat. Hatsune Miku,"Music Sony Music Entertainment, Toy's Factory"
Aos,"Avant Garde, Fantasy Kuri Jikken Manga Koubou"
Mahou Shoujo Lyrical Nanoha A's Picture Drama,Comedy Parody
Tomoshibi Serenade,"Drama, Fantasy Music"
Shout Our Evidence!,Music
Dahua Zhi Shaonian You,Action DC Impression Vision
Ikezu,Comedy Music
Oshougatsuda yo! Pokemon Special!,"Action, Adventure, Comedy, Fantasy OLM"
Petit! Tokyo Mew Mew New ♡,"Comedy, Fantasy Mahou Shoujo AQUA ARIS"
Wakusei Robo Danguard Ace tai Konchuu Robot Gundan,Sci-Fi Mecha Toei Animation
DPR Special Movie,Slice of Life Space White Fox
Futatsu no Sekai,
Citrus (Music),Avant Garde Music Nobel
Rainbow Signal: Hi-Fi Set,"Fantasy, Romance Music Kaname Productions CBS"
Obake no Dokurou,Supernatural Cyclone Graphics
Tres Marias: Sannin no Sei Shojo,Hentai Y.O.U.C Digital Works Critical Mass Video
YU-NO,"Sci-Fi, Hentai PP Project Pink Pineapple NuTech Digital"
Noramimi,Comedy Childcare TMS Entertainment TMS Music
Youjuu Sensen Adventure Kid,"Fantasy, Horror, Hentai Mythology Central Park Media"
Banzai Rizing!,Music
Prism (2018),Music
B.B. Fish,"Drama, Romance Production I.G Shueisha"
Robotic Girl,Music Miraicha Records
Mahou Shoujo Lyrical Nanoha Picture Drama,Comedy Parody
Majo demo Steady,"Comedy, Romance, Ecchi Tokyo Media Connections"
Choegang Habche: Mix Master,"Adventure, Fantasy Sunwoo Entertainment"
Agitation!,Music
Dinner Bell,Music Studio Gohan
Instant History,"Historical Fuji TV, Otogi Production"
Peeping Life,"Comedy, Slice of Life CoMix Wave Films"
Hentatsu,Comedy
Hokahoka Kazoku,Comedy Eiken
Penguin no Mondai,Comedy Shogakukan Music & Digital Entertainment TV Tokyo
Little Nemo Pilot,"Adventure Tokyo Movie Shinsha, TMS Entertainment"
God Eater Reso Nantoka Gekijou: Episode EX,"Fantasy, Sci-Fi Military, Parody Passione, Creators in Pack Bandai Namco Entertainment, DMM.futureworks, Aoni Production"
Shitteiru Tegami,Music Yostar Pictures
Gooorgeous,Ecchi Music
Rebellion Star,"Idols (Male), Music Happy Elements"
Kigurumikku V3,"Comedy, Ecchi Mecha, Parody AIC ASTA AIC"
Gondora,Avant Garde Studio 4°C
Inyouchuu Shoku: Harami Ochiru Shoujo-tachi Anime Edition,"Supernatural, Hentai Mythology Studio 9 Maiami MS Pictures, AniMan Kitty Media"
Kyutai Panic Adventure Returns!,Action Super Power Fuji TV
Donguri to Yamaneko,Drama Madhouse Konami
Kujira no Josephina,"Adventure, Fantasy Ashi Productions Kokusai Eigasha"
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,"Comedy, Horror, Supernatural School"
Creating World (2020),"Idols (Female), Music Hololive Production"
Bi-Indoushi Miija: Injoku no Gakuen,Hentai AMGA Five Ways NuTech Digital
What's Michael? 2,Comedy Pets Kitty Film Mitaka Studio Kitty Films
Boku wa Kimi no Namida,Music NHK
Choujin Locke: Mirror Ring,"Action, Sci-Fi Super Power SIDO LIMITED"
Beast Saga,"Action, Sci-Fi SynergySP TV Tokyo, Half H.P Studio"
Zero Sum Game: Sex Crime,Hentai Blue Eyes
Meijyou,Hentai Poly Animation
Barom One,"Action, Sci-Fi, Supernatural E&G Films AT-X"
Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,Drama Educational
(OO),Avant Garde
Sugar Bunnies,Asahi Production Sanrio
Frisbee,"Action Adult Cast, Delinquents, Music"
Nimrod,Fantasy Music
Tirori Mix (2024),"Sci-Fi Music Caviar MORIE Inc., MontBlanc Pictures, Geek Pictures, WACHAJACK"
Love in Ruins feat. Sinéad Harnett,Music
Xianjing Chuanshuo RO: Shouhu Yongheng de Ai,"Action, Fantasy"
Timeless,Music
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 2nd Season,"Boys Love, Fantasy Isekai AQUA ARIS"
Mahou no Tenshi Creamy Mami: Lovely Serenade,Music Pierrot
Ontology,Music
Princess Holiday: Korogaru Ringo Tei Senya Ichiya,"Fantasy, Hentai Datama Film Lemon Heart"
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo Mini Anime,Comedy SILVER LINK.
Tenkousei,"Hentai Horannabi Pink Pineapple, Magic Bus"
Mission School,"Music, School Ajia-do"
Asylum Session,Sci-Fi CoMix Wave Films Sentai Filmworks
Mazica Party,"Fantasy Strategy Game OLM Dentsu, TV Osaka"
Bean Bandit,"Action, Comedy Detective Creators in Pack"
Eiyuu Kyoushitsu Specials,"Action, Fantasy, Ecchi Harem, School Actas"
Toukiden Kiwami,"Action, Fantasy Martial Arts Studio 4°C"
Shiroi Unabara,Drama Geidai Animation
Urashima Tarou (1931),Action
Bab Mook Ja,Slice of Life
Cats Run,"Adventure, Comedy Studio Nuck"
Ys IV: The Dawn of Ys,"Action, Adventure, Fantasy Strategy Game"
Generation of Chaos,"Action, Adventure, Fantasy Mythology Idea Factory"
Ten no Kawa,Fantasy Music NHK
Game Tengoku: The Game Paradise!,"Action, Adventure, Comedy Mecha Daume OLM"
Lunatic Night,"Comedy, Hentai Parody Knack Productions Central Park Media"
Mashin Eiyuuden Wataru: Shichikon no Ryuujinmaru,"Action, Adventure, Comedy, Sci-Fi Mecha Sunrise Studio Live, Bandai Spirits"
Happy☆Twinkle,"Fantasy Music Sanrio, Sega"
Futarigurashi,"Comedy, Romance, Ecchi Studio Bogey, Public & Basic TBS"
Duel Masters Victory V,"Action, Adventure, Comedy, Fantasy Shogakukan Music & Digital Entertainment Shogakukan-Shueisha Productions"
Huoli Shaonian Wang 3: Xuji,Strategy Game Alpha Group Co. Ltd.
Ima wo Kakeru Shoujo,Music
Gravity (2019),Avant Garde Music
Kawarazaki-ke no Ichizoku The Animation,Hentai Arms Pink Pineapple
Jashin-chan Mame Anime,Comedy Nomad
Cream Lemon: New Generation,"Drama, Romance Radix Fairy Dust"
JRA Hokan Keikaku,Action Mecha Gainax
Kick-Flight,"Music, Strategy Game MAPPA"
Tabidachi: Ami Shuushou,"Drama, Romance APPP Soeishinsha"
Tomica Kizuna Gattai: Earth Granner,"Action, Adventure, Sci-Fi Mecha OLM"
Tobacco to Hai,Adventure Mushi Production
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,Comedy Pierrot
Shownoid Mako-chan,Hentai Y.O.U.C Digital Works
Southpaw,"Avant Garde, Comedy Music NBCUniversal Entertainment Japan"
Al Caral no Isan,"Sci-Fi Space animate Film Visual 80, Tokuma Shoten"
Hoshi Meguru Uta,Music
Gendai Kibunroku Kaii Monogatari,Horror Toei Animation
Catch! Tiniping,"Fantasy Mahou Shoujo, School SAMG Entertainment"
Cosmic Fantasy: Ginga Mehyou no Wana,"Action, Comedy, Fantasy, Romance, Sci-Fi Space Tokuma Shoten"
Play the Lupin: Clips x Parts Collection,"Action, Comedy Music TMS Entertainment VAP"
Ushinawareta Choushoku,Avant Garde Psychological
Starry Regrets,"Idols (Female), Music Hololive Production"
Bondage Game: Shinsou no Reijou-tachi - Shinsou no Dorei-tachi,"Suspense, Hentai Psychological ORADA COMPANY Pink Pineapple"
Princess Knight☆Catue DVD-BOX Special,Hentai Studio 9 Maiami Valkyria
Balala Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,"Comedy, Fantasy Mahou Shoujo Qianqi Animation B.CMAY PICTURES, Alpha Group Co. Ltd."
Mahoutsukai Tai! vs. Shamanic Princess,"Comedy, Fantasy Triangle Staff Bandai Visual NYAV Post"
What's Michael?,Comedy Pets Kitty Film Mitaka Studio Kitty Films
GO-GO Tamagotchi!,"Comedy, Fantasy OLM"
Ginga Tetsudou 999: Akai Hoshi Betelgeuze - Inochi no Kagayaki,"Adventure, Drama, Sci-Fi Space Toei Animation"
Aru Hi no Gogo,Comedy Yostar Pictures
Sleeping Beauty,Music
Super Mario World: Mario to Yoshi no Bouken Land,Comedy Video Game Bandai
Metamon to! Purin no Stage,Comedy
Be All Lie,Music
Koshaberi Biyori,Romance Music
Blue Reflection Ray Special,"Fantasy Mahou Shoujo, School J.C.Staff Mainichi Broadcasting System, Magic Capsule, DMM pictures"
"Oyaji no, Imo no Kamisama.",Slice of Life Trash Studio
Docchi mo Maid,"Action, Comedy, Girls Love, Ecchi Ishikawa Pro"
Urban Caravan,Music Rambling Records
Microid S,"Action, Sci-Fi Toei Animation TV Asahi"
Umacha,Slice of Life Studio Ghibli
Wan Yu Zhi Wang,"Action, Fantasy Martial Arts Xing Yi Kai Chen, Kuai Ying Hu Yu iQIYI"
I Think You're a Little Confused,Horror Geidai Animation
TANK S.W.A.T. 01,"Detective, Mecha DOGA Productions"
Taishou Mebiusline: Chicchai-san - You and I,Boys Love Historical Studio A-CAT
Bulg-eunmae,"Martial Arts, Super Power Daewon Media Manga Entertainment"
Monogatari no Aru Satou,Romance dwarf
Space Bug,"Adventure Space Studio W.Baba, P.I.C.S. TMS Entertainment"
Alice in Cyberland,"Sci-Fi Vega Entertainment TV Tokyo, Glams"
Hello Kitty to Issho,"Comedy, Slice of Life Sanrio AnimEigo"
Kakyuusei (TV): Hajimemashite Tina!,"Romance, Sci-Fi School PP Project Pink Pineapple"
Seikima II Humane Society: Jinrui Ai ni Michita Shakai,"Action, Fantasy, Supernatural Mythology Production I.G, animate Film Movic, Sony Music Entertainment"
Iron Virgin Jun,"Action, Comedy, Fantasy, Ecchi Martial Arts, Super Power Dynamic Planning Media Blasters"
Nougyou Musume!,Comedy Toei Animation
Kyoufu Shinbun,"Horror Pierrot Geneon Universal Entertainment, Pony Canyon"
Kuruneko: Kurunekobin,"Comedy, Slice of Life Pets DAX Production Kadokawa Pictures Japan, Kansai Telecasting, Tokai Television"
Injuu vs. Onna Spy,"Horror, Hentai PP Project Pink Pineapple Media Blasters"
Dorami-chan: Hello Kyouryuu Kids!!,Fantasy
Mini Van Large,"Comedy Parody, Strategy Game OLM Half H.P Studio, Bushiroad"
Lost Forest,Music David Production
"Kanojo, Okarishimasu: Date Movie",Romance AQUA ARIS
Kagirinaki Rakuen,Slice of Life
Gamba to Kawauso no Bouken,Adventure Anthropomorphic Tokyo Movie Shinsha
Cherry no Manma,Romance Visual 80
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches Recap,"Sci-Fi Idols (Female), Military, Music"
Spacy,Avant Garde
Amakamisama,Music
Joleobban,"Drama, Romance Adult Cast, Visual Arts Studio Dadashow"
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,"Comedy Gag Humor, Historical Pierrot Nippon Columbia"
Esper Mami: Hoshizora no Dancing Doll,Fantasy Shin-Ei Animation
Hajimete no Futarikkiri Ryokou,Music
Onihei Pilot,Historical MAPPA TMS Entertainment
Outsider:Requiem,Music
Knockin' Fantasy,"Idols (Male), Music Happy Elements"
King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,"Sports Idols (Male), Music Tatsunoko Production"
Candy Caries,Fantasy Wit Studio
Kurokan,Sports Team Sports Next Media Animation
6 Angels,"Action, Sci-Fi Arcturus KENMedia"
Ahiru no Ko,
Match Shoujo PV,NAZ
Doku Ringo,Gourmet Music OTOIRO
Tsuki Kagerou,Hentai Ai Yume Mai Milky Animation Label
Wakakusa Monogatari: Nan to Jo-sensei Specials,"Drama, Slice of Life Historical, School Nippon Animation"
Zombie-ga Doeeo Beorin Naui Ttal,"Comedy, Supernatural Gag Humor"
Pikaia!,"Drama, Slice of Life Production I.G, OLM NHK"
Hello Kitty no Hansel to Gretel,Fantasy Sanrio
MonHun Nikki Girigiri Airou Mura G,"Action, Comedy DLE"
Arad: Gyakuten no Wa,"Action, Adventure, Comedy, Fantasy LIDENFILMS Tencent Animation & Comics, Tencent Games, Friendly Land, Stray Cats"
Da Shi Jie,"Suspense Psychological Le-joy Animation Studio Beijing Enlight Pictures, Horgos Coloroom Pictures Co., Ltd."
"Attakai tte, Gohoubi da.",Slice of Life G-angle
Cinderella Girls Gekijou: Climax Season Specials,"Comedy, Slice of Life"
Now & Then,"Idols (Male), Music"
One Piece x Kawaisouni: Kono Boushi wo Omae ni Azukeru,Comedy Parody
Yu Bang Xiang Zheng,Historical Shanghai Animation Film Studio
"Kyou, Watashi no Monogatari ga Hashirimasu.","Slice of Life, Sports Racing Studio Colorido"
Oyako wa Tsuzuku yo,Slice of Life Trash Studio
Perman: Birdman ga Yatte Kita!!,"Adventure, Comedy Super Power Shin-Ei Animation"
Mother: Saigo no Shoujo Eve,"Adventure, Drama, Sci-Fi Toei Animation"
Slime-tachi no Idobata Kaigi 2nd Season,"Comedy, Fantasy AQUA ARIS"
Toki no Daichi: Hana no Oukoku no Majo,"Adventure, Fantasy Magic Bus"
Shinseiki Cream Lemon,"Girls Love, Hentai Studio Dolphin Night Fairy Dust"
Hakyuu Houshin Engi: Kou-ke no Chi,"Action, Adventure, Fantasy Mythology C-Station NBCUniversal Entertainment Japan, i0+ Funimation"
Dallos Special,Sci-Fi Mecha Pierrot
Junkers Come Here: Memories of You,"Drama, Slice of Life Triangle Staff Bandai Visual, TV Asahi"
Disney Tsum Tsum,Polygon Pictures
Seventina,Music
Garugaku.: Sei Girls Square Gakuin,"Idols (Female), Music, School OLM, Wit Studio"
BAR Kiraware Yasai,"Comedy Gathering AIR AGENCY, Kadokawa, Shizuoka Asahi Television"
Futari no Joe,Sports Combat Sports Office AO
Devidol!,Comedy
Kindan no Mokushiroku: Crystal Triangle,"Adventure, Mystery Military, Mythology animate Film Movic, Sony Music Entertainment, Project Team Eikyuu Kikan Central Park Media"
Koi to Byounetsu,Music
Spotlight,Hentai Music Y.O.U.C Digital Works Critical Mass Video
Rankou Choukyou: Maid ni Natta Shoujo,Hentai Aiti St. Five Ways NuTech Digital
Kyutai Panic Adventure!,"Action Martial Arts, Super Power Fuji TV"
Aru Zombie Shoujo no Sainan PV,"Action, Horror"
"Little Polar Bear: Shirokuma-kun, Fune ni Noru","Adventure, Fantasy Anthropomorphic Production I.G, animate Film Aniplex, Movic"
Bear Bear Bear Kuma! Kumadam-hen,Comedy Mecha EMT Squared
Lupin Shanshei,"Comedy Adult Cast, Parody TMS Entertainment"
Fetish Doll,Avant Garde
Sailor Senshi Venus♥Five,"Hentai Parody, Super Power Arms Daiei"
Chou no Sainan,Action
Latina no Nikki,Slice of Life Maho Film
Chou Henshin Cosprayers Specials,"Adventure, Comedy, Sci-Fi Imagin, Studio Live m.o.e."
Bai Niao,
Esper Mami Special: My Angel Mami-chan,"Comedy, Supernatural Super Power Shin-Ei Animation"
Genma Taisen: Shinwa Zenya no Shou,"Adventure, Drama, Horror, Sci-Fi, Supernatural E&G Films KENMedia Media Blasters"
Lei Su Deng Shandian Chong Xian 2,Racing Alpha Animation Alpha Group Co. Ltd.
Hello Kitty: Mahou no Mori no Ohimesama,Fantasy Sanrio
Akai Hayate,"Action Martial Arts, Super Power Pierrot Minami Machi Bugyousho Central Park Media"
Connect,Music
Sorekara,Music Kamitsubaki Studio
Flanders no Inu Specials,"Drama, Slice of Life Pets, Visual Arts Nippon Animation"
Wangu Xian Qiong IV: Yin Yue Cheng Pian,"Action, Adventure, Fantasy ASK Animation Studio iQIYI"
Dog Soldier,"Action Military J.C.Staff, animate Film Movic, Sony Music Entertainment Central Park Media"
Business Fish,"Comedy, Slice of Life Workplace TOHO animation"
Shirotan: Shirotan ga Ippai!,
Morinaga Nyuugyou x Mary to Majo no Hana,Slice of Life
Viva Happy,Music
Tabi,Fantasy Psychological
Tanabata no Oto,"Music, School Gyorai Eizo Inc., Ijigen Tokyo Universal Music Japan"
Popful Mail,"Comedy, Fantasy Music Studio Fantasia Sega"
Hello Kitty no Yuki no Joou,Fantasy Sanrio
Tokimeki Tonight Recaps,"Comedy, Fantasy, Romance Vampire Group TAC, TOHO"
Hell Target,"Horror, Sci-Fi Space Nakamura Production"
Adesugata Mahou no Sannin Musume,Comedy Mahou Shoujo Pierrot
Sorette♡Dakara ne!,Slice of Life Asahi Production
Rainbow Sentai Robin,"Action, Adventure, Sci-Fi Toei Animation"
Ochou Fujin no Gensou,Drama Historical
Tic Tac Dreamin',Music Sega
Duel Masters!,"Action, Adventure, Comedy, Fantasy Ascension"
Committed Red,Music Production I.G Sony Music Entertainment
Restol: Teugsu Gujo Dae,"Action, Adventure Detective, Mecha"
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,"Adventure, Comedy, Sci-Fi Imagin, Studio Live m.o.e."
Uchiyama Aki,Hentai Nikkatsu
Samurai Gun Special,"Action Historical Studio Egg Avex Entertainment, TV Asahi ADV Films"
Sparkle,Music Nobel
Chikai,Slice of Life
Idol Kyousei Sousa,Hentai
21 Emon Uchuu e Irasshai!,"Comedy, Sci-Fi Space Shin-Ei Animation"
Crash!,Comedy TV Tokyo
Only Your Stars! (Trickstar Ver.),"Idols (Male), Music Happy Elements"
Hong Ling Jin Xia,Action School
Mr. Pen Pen II,Comedy
Shijian Qiutu Zhi Miwu,"Action, Sci-Fi, Supernatural Super Power"
One in a Billion,Fantasy Music
Sekai Meisaku Douwa,Fantasy
Soushitsukyou,"Hentai Lead Milky Animation Label, MS Pictures"
Kabatotto,Comedy Tatsunoko Production Saban Entertainment
Tsuki no Uta,Music
Yukiwatari,Fantasy Magic Bus
Modern No.2,Avant Garde Mirai Film
The Closet,Drama Geidai Animation
Gakuen Handsome: Haitoku no Lesson,Comedy Music Team YokkyuFuman
Kimi ga Tobioriru no Naraba,Music
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Romance, Sci-Fi Harem, Time Travel Radix"
44-hiki no Neko,Music NHK
Balthus: Tia no Kagayaki,"Action, Hentai Kusama Art Media Station Media Blasters"
Tetsuwan Atom: Ao Kishi no Kan,"Action, Sci-Fi Mecha Tezuka Productions"
Private Emotion,"Hentai Dream Entertainment Milky Animation Label, MS Pictures Media Blasters"
QUI,Music
"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy Strategy Game Production I.G Shueisha"
Vanilla,Music Caviar
Hoshikuzu Paradise,"Comedy, Romance Pastel OB Planning"
Mugen Senshi Valis,"Action, Adventure, Fantasy Sunrise Studio Fantasia"
Otaku no Seiza,Comedy Parody 81 Produce KSS
Ukkari Pénélope (2009),"Comedy, Slice of Life Nippon Animation NHK"
Zero Talking,Girls Love Music Studio Gohan
Benkei tai Ushiwaka,"Action, Comedy"
Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,"Action, Adventure, Sci-Fi Mecha"
Hoshi no Ko Poron,Sci-Fi
Kore ga UFO da! Soratobu Enban,Sci-Fi Space Toei Animation
Azure Nihon Data Center,Action
Kokka Kimigayo,"Historical, Music"
Evolution,"Idols (Male), Music"
Canary,"Fantasy, Romance Music, School Soeishinsha"
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai da yo!!,"Comedy, Sci-Fi Gag Humor Toei Animation"
Shiguang Dailiren x Laneige: Cheng Xiaoshi Po Fang Weiji,Slice of Life
Okashina Hotel,Avant Garde
Chocomatsu-san: White Day-hen,Comedy Parody Pierrot
King of Prism: Shiny Seven Stars III - Leo x Yuu x Alexander,"Sports Idols (Male), Music Tatsunoko Production"
Jack Nicholson,"Action, Drama Music Space Shower Music"
Charady no Joke na Mainichi,Comedy
Petting a Dog,Slice of Life
Christmas,Supernatural Music Transistor Studio
Dead World,Horror
5-Okunen Button,"Comedy, Sci-Fi Studio Sota"
Ori no Naka no Soloist PV,"Action, Drama, Suspense Psychological Pierrot"
Psychedelic Afternoon,Music
Kokoro Toshokan: Communication Clips,"Comedy, Drama, Slice of Life Workplace"
UFO Gakuen no Himitsu,Sci-Fi Space HS Pictures Studio
An Ling Yu Shi Di Qi,"Adventure, Sci-Fi Anhui Xinhua Media, Panimation Hwakai Media, Disney Animation China"
Blue,Music Universal Music Japan
Shaman King (2021): Funbari Onsen Hanjouki,Comedy AQUA ARIS
Yuusha-hime Miria,Hentai Majin
Sore Ike! Anpanman: Kirakira Boshi no Namida,"Adventure, Comedy Super Power"
"""Star""t",Music
Hello Kitty no Cinderella (OVA),Fantasy Sanrio
Aigatari na Itte,Music
Deep Sea Swing,Music
Backkom Specials,Comedy Super Power RG Animation Studios
0-sen Hayato,"Historical, Military P Productions"
Vapor Trail,"Action, Girls Love Mecha"
Hipira-kun Special,"Comedy, Fantasy, Supernatural Vampire Sunrise"
Sekishoku Elegy,Romance Toei Animation
Susume! Godzilland,Comedy Gakken
Konpeki no Kantai: Sourai Kaihatsu Monogatari,"Historical, Military J.C.Staff"
VitaminX Addiction,"Romance Reverse Harem, School Nomad"
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,"Comedy, Fantasy TMS Entertainment"
Collar x Malice Movie: Deep Cover,"Mystery, Romance, Suspense Detective, Reverse Harem Studio Deen Studio Mausu, Avex Pictures"
Teeter,Music Warner Music Japan
Animegatari x Koukaku Kidoutai Collab Eizou,"Comedy, Sci-Fi"
Initiation feat. Hatsune Miku,"Avant Garde Music Sony Music Entertainment, Liberty Animation Studio"
Wo Shi Na Zha,Fantasy
Vampiyan Kids,"Comedy, Fantasy Production I.G Fuji TV"
Aoi Chou,Music
Harmonia feat. Makoto,Avant Garde Music
Peeping Life: World History,"Comedy, Slice of Life Historical CoMix Wave Films"
